dataset	x	y
simpson_1	72.6187112418	81.4728024583
simpson_1	33.4052196482	22.9983279399
simpson_1	48.6874414786	38.553136122
simpson_1	43.3767323014	49.8525614091
simpson_1	58.1384982868	73.7567022368
simpson_1	66.8308084448	73.8965570812
simpson_1	41.836547671	26.0960551519
simpson_1	30.9737261557	16.3020143457
simpson_1	46.1230612646	33.8957370514
simpson_1	54.9207537753	55.9941341333
simpson_1	42.4719345739	22.3160191432
simpson_1	31.7340349528	26.19768637
simpson_1	59.6602530193	71.1389296118
simpson_1	72.1304361508	92.9543761661
simpson_1	62.3554065495	66.1313980943
simpson_1	29.8253702113	8.27481322951
simpson_1	52.8836434474	62.615927985
simpson_1	32.9291416157	5.29019601905
simpson_1	41.4051061082	33.1126892915
simpson_1	30.2919147933	1.15230198196
simpson_1	37.6451237763	33.9215574513
simpson_1	84.9970089944	97.7031353202
simpson_1	56.6641126118	65.8990861195
simpson_1	36.8220446576	13.4137085719
simpson_1	35.2743113947	12.1660304542
simpson_1	32.2554489511	5.52690352418
simpson_1	36.9797980162	10.192580621
simpson_1	46.2729422339	58.3243666633
simpson_1	26.7819921561	9.57528865767
simpson_1	52.473844867	61.1470483244
simpson_1	50.0637803421	52.3931709543
simpson_1	71.0066775336	90.987444483
simpson_1	46.7681988706	58.0920989194
simpson_1	46.7603725394	52.9512114954
simpson_1	73.050688586	94.0099951388
simpson_1	55.4634109881	71.9748830508
simpson_1	54.8878396148	75.8558634406
simpson_1	46.7175056637	45.3708200727
simpson_1	58.3415929169	87.3669552245
simpson_1	30.9406203488	3.68885464012
simpson_1	43.8773877152	16.5994443217
simpson_1	41.0650238931	41.8974884321
simpson_1	47.3107900914	55.5072811034
simpson_1	39.9409186214	19.1434218125
simpson_1	41.89231521	23.7448047171
simpson_1	39.445846226	31.9007765222
simpson_1	55.7874243553	63.782837942
simpson_1	32.1116334639	23.9826531817
simpson_1	71.1990034259	97.4032423768
simpson_1	34.1148246116	12.7431090357
simpson_1	60.5866656947	43.6553175251
simpson_1	23.7445872074	4.77513142137
simpson_1	44.7348333109	27.9494448323
simpson_1	47.1306506663	34.9064780376
simpson_1	45.2032821055	79.0635740404
simpson_1	55.2570171341	64.3341018649
simpson_1	45.9529981256	10.2682205525
simpson_1	43.2441938254	24.9094084083
simpson_1	31.2984223513	11.7268672901
simpson_1	59.4640995444	87.6827026135
simpson_1	50.9438026581	41.6379135031
simpson_1	31.7285047479	12.4903829997
simpson_1	32.6256151336	25.1914341709
simpson_1	33.0878368521	23.003823149
simpson_1	49.3641894359	33.0434167997
simpson_1	46.6737581663	48.60672486
simpson_1	27.6611771454	9.76520419268
simpson_1	71.3981547428	88.8044516258
simpson_1	68.5627654306	92.6288756372
simpson_1	64.8599638706	87.8120083903
simpson_1	38.213199827	16.1693927462
simpson_1	55.5827357129	54.9490853685
simpson_1	58.4113312297	62.3288413495
simpson_1	61.307161386	94.6561113313
simpson_1	71.4795418906	90.7429785871
simpson_1	55.0822017157	44.4810055496
simpson_1	39.8934894552	27.3647048509
simpson_1	26.1719216477	2.59869995461
simpson_1	49.6977718332	58.4988236426
simpson_1	28.6623387823	15.8117338356
simpson_1	43.1064912036	13.796717432
simpson_1	61.7024868621	75.1224890664
simpson_1	62.8337035607	69.5484952316
simpson_1	56.3679668225	58.9999823874
simpson_1	58.9971750437	66.3263796115
simpson_1	66.5274944321	90.5201714686
simpson_1	29.9904583508	12.7489815693
simpson_1	48.7209699208	53.0936303982
simpson_1	40.7966378241	21.4984485901
simpson_1	32.1245373531	9.16881861463
simpson_1	20.8972821989	1.55672804415
simpson_1	41.4522165411	37.0283675664
simpson_1	41.8600084666	34.8624241638
simpson_1	39.6850464928	15.4768603651
simpson_1	38.6001587194	35.7542778685
simpson_1	60.5559326454	63.0295031488
simpson_1	47.5383959004	67.0709325903
simpson_1	55.8142239505	78.5678237321
simpson_1	36.9203337805	18.4859561884
simpson_1	60.1863753971	77.7969936739
simpson_1	30.2404507089	21.5324449299
simpson_1	55.6109417288	54.5998659039
simpson_1	56.2572985091	43.4290597477
simpson_1	20.4729279912	10.3966047821
simpson_1	81.7244622612	78.1146527464
simpson_1	66.4013968042	87.8193348633
simpson_1	30.3877997107	40.1062668898
simpson_1	54.6982538508	61.9810042509
simpson_1	44.9836952823	36.4807812355
simpson_1	44.8570382418	77.053538836
simpson_1	70.2253366178	90.149719683
simpson_1	67.7787268413	82.4259175945
simpson_1	46.2486979561	65.462639425
simpson_1	54.1886032466	76.7160391033
simpson_1	26.0473634346	4.55145937583
simpson_1	34.8166771041	35.6123450364
simpson_1	37.502923267	13.4293539656
simpson_1	36.2540009944	20.0517872923
simpson_1	61.0486173962	63.1521513872
simpson_1	59.4209035713	50.0020296033
simpson_1	28.9489153525	14.5935687693
simpson_1	51.7159471933	67.3200907603
simpson_1	35.1635061627	7.99358479475
simpson_1	43.9946570646	41.9812706566
simpson_1	53.4743082986	52.8182627068
simpson_1	49.7734994064	51.020732155
simpson_1	63.0720533077	66.5303891622
simpson_1	52.5010444088	59.536338533
simpson_1	32.763764429	31.4973414962
simpson_1	59.9545110187	73.5826761062
simpson_1	40.9912807052	64.7623760379
simpson_1	44.703946573	18.925907375
simpson_1	41.4328780706	51.0319769334
simpson_1	77.471643704	91.8326445341
simpson_1	66.6007450964	71.9602230601
simpson_1	61.4140789033	75.3714524457
simpson_1	64.2987934542	86.5370841427
simpson_1	37.4395175003	15.7044434331
simpson_1	51.8551019915	63.3036003053
simpson_1	24.9335221421	3.46001244414
simpson_1	54.6821344267	63.9153228262
simpson_2	62.2434387845	70.6083992107
simpson_2	52.3349883891	14.705772721
simpson_2	56.3679472613	46.3955379223
simpson_2	66.803945776	66.1748679006
simpson_2	66.5360509146	89.2465806107
simpson_2	62.3812860623	91.4525971096
simpson_2	38.8538312261	6.76356023684
simpson_2	39.406283311	63.0623946578
simpson_2	60.8981909102	92.5623698523
simpson_2	56.6229264798	45.7571594797
simpson_2	29.8892499219	6.58005362491
simpson_2	32.0738634721	14.1531733612
simpson_2	41.8251847374	55.4824261842
simpson_2	36.5054087766	10.1583095333
simpson_2	53.1207576225	44.3026622909
simpson_2	25.5507775105	20.7388200832
simpson_2	71.8051997136	86.4814775815
simpson_2	46.241269306	20.5221321867
simpson_2	71.7811928334	61.1889632284
simpson_2	32.3997881671	14.3716866939
simpson_2	67.2542810388	65.6079688069
simpson_2	73.1173865281	81.1790691518
simpson_2	58.5481223323	38.8110033112
simpson_2	44.1040888097	53.1190517597
simpson_2	33.2811110226	12.0553165165
simpson_2	32.6388495005	14.5171409112
simpson_2	54.267778726	99.8395673578
simpson_2	42.2532299599	24.9070402084
simpson_2	34.7631479916	11.7823025614
simpson_2	36.7126557379	30.1412965999
simpson_2	74.2780204	59.1457798012
simpson_2	45.8759868214	21.2935901672
simpson_2	65.8825274299	67.4254917282
simpson_2	59.4085715643	74.0718570333
simpson_2	36.9961633817	30.0184640143
simpson_2	76.360458386	89.4428072999
simpson_2	29.7532455837	3.38317380619
simpson_2	76.9137545243	93.5117462759
simpson_2	55.6786939951	77.2130568796
simpson_2	41.7722531422	25.1190637512
simpson_2	27.4284354919	17.3015587512
simpson_2	47.3907588332	55.0957073772
simpson_2	52.744587949	44.724394731
simpson_2	63.369799707	69.8765380012
simpson_2	57.8921037446	43.4549078015
simpson_2	51.4648195016	46.1656865287
simpson_2	60.3103259212	93.7468247846
simpson_2	55.4054060507	46.69509542
simpson_2	37.1541581884	60.0937379901
simpson_2	26.7244644531	4.42829464175
simpson_2	35.6449082971	31.4393232129
simpson_2	57.3638919209	75.9589794967
simpson_2	66.9698602814	86.1463865097
simpson_2	54.7999369653	78.2343750439
simpson_2	64.7300366558	89.4095394979
simpson_2	56.0674829356	42.1332743252
simpson_2	37.8543879494	29.2860374154
simpson_2	36.6090288878	30.5739213437
simpson_2	49.943826149	48.5704114132
simpson_2	54.986179506	42.7800379869
simpson_2	49.3299344982	51.1400468911
simpson_2	64.8049315703	68.025548052
simpson_2	58.1189953269	74.7935860661
simpson_2	47.8767910559	18.8551281024
simpson_2	34.4825499887	12.2917200025
simpson_2	62.2516201137	91.4087280245
simpson_2	81.028199774	72.53857096
simpson_2	38.0835688653	9.04370934353
simpson_2	31.7523760116	14.1949435576
simpson_2	66.6850466715	87.7892763952
simpson_2	35.77453456	10.7387967406
simpson_2	72.4479913643	81.6972689607
simpson_2	35.4114695455	9.66314824078
simpson_2	43.2933962176	23.7688888235
simpson_2	37.5257019915	29.6828217583
simpson_2	65.2802820152	68.0822569128
simpson_2	69.9248804645	83.2387053847
simpson_2	58.2316075851	74.7684144035
simpson_2	42.4241820105	57.1447689952
simpson_2	66.7097007553	86.2677202689
simpson_2	46.766168213	50.922139871
simpson_2	74.0248646709	79.0417735273
simpson_2	27.2623316124	18.2963375756
simpson_2	53.0600562461	44.7161667644
simpson_2	48.006908225	49.5084048396
simpson_2	59.0516319048	74.1156533681
simpson_2	71.9780561091	82.8536317777
simpson_2	42.4845265532	24.5057754935
simpson_2	30.3456790514	16.2682633547
simpson_2	41.1668213592	25.729167193
simpson_2	49.9426346305	52.2716948372
simpson_2	44.9644863501	22.1872086659
simpson_2	26.373668624	20.6777941288
simpson_2	59.7351278459	73.3419083703
simpson_2	64.9617222145	88.8782400035
simpson_2	64.8210465863	68.0382164226
simpson_2	35.3645105444	10.9472193759
simpson_2	60.4077132408	72.4841458308
simpson_2	36.5491391031	8.20967528844
simpson_2	35.6051194399	31.4946993312
simpson_2	35.0363432907	5.03570481684
simpson_2	38.7775178566	28.3606348292
simpson_2	83.0185029285	92.741863979
simpson_2	63.9842995247	68.833868945
simpson_2	34.1981547589	12.275111337
simpson_2	37.4760023503	9.66236878702
simpson_2	36.3494739512	10.7070247734
simpson_2	39.2723375859	7.39976821418
simpson_2	46.6969098075	56.0438056164
simpson_2	29.1646187186	16.7840088461
simpson_2	47.9127737067	54.5698023947
simpson_2	45.4824544815	53.3366442242
simpson_2	66.9676215516	86.2386481302
simpson_2	43.8869704996	57.1986090508
simpson_2	43.1694293102	54.1161277453
simpson_2	64.1009321306	88.8947407213
simpson_2	59.6408587008	73.6158709307
simpson_2	53.6970623489	79.3123095571
simpson_2	47.9398878807	50.0060410973
simpson_2	63.8407706096	89.702790829
simpson_2	36.4220612141	7.68834687415
simpson_2	36.6201372163	10.387724563
simpson_2	34.4744559265	32.4207510166
simpson_2	49.0643633082	52.4747542989
simpson_2	34.1992764122	12.5228678511
simpson_2	42.1192249761	24.9622382901
simpson_2	38.7057897369	28.2735231633
simpson_2	58.0006672129	74.8950434406
simpson_2	28.2206940517	18.3509584725
simpson_2	64.4982566115	93.1870322515
simpson_2	34.6273673627	12.1240943805
simpson_2	56.4940129018	44.834828781
simpson_2	33.8762471538	6.63183650855
simpson_2	41.689180565	24.607777977
simpson_2	41.2597662041	25.8856913939
simpson_2	54.3162121966	78.5865437913
simpson_2	58.3661119474	74.5029967652
simpson_2	40.8202472861	6.30691995856
simpson_2	45.1544603893	21.9388078827
simpson_2	33.7796284941	12.9367976004
simpson_2	61.8715099267	91.5789804652
simpson_2	53.1419405799	45.3335233244
simpson_2	30.9396671813	15.2593928553
simpson_2	23.6217983418	22.6232705414
simpson_2	26.2020034342	20.8474598713
simpson_2	43.6433755824	23.2971844825
simpson_2	49.694458514	48.7661755776
simpson_2	30.9778902072	16.076565687
simpson_2	68.132161143	86.0675247797
simpson_2	68.0408847674	85.3394571936
simpson_2	65.645503436	87.2918504334
simpson_2	32.8297271662	12.2826527638
simpson_2	55.0539016141	47.5992683796
simpson_2	64.1976318969	68.5994512813
simpson_2	63.114878862	89.9721224683
simpson_2	68.1117371151	85.0547042799
simpson_2	56.6346969092	41.6697734259
simpson_2	38.5517783761	28.5385311781
simpson_2	31.7157984207	5.75024114931
simpson_2	47.1255923939	54.2823884545
simpson_2	29.2961379299	16.995636383
simpson_2	40.0916962169	6.62374049947
simpson_2	61.0990882885	71.7290159032
simpson_2	62.8541038017	70.0174747914
simpson_2	66.5038082378	66.6054813172
simpson_2	59.2702645614	71.451220034
simpson_2	66.1612742032	86.8117730528
simpson_2	33.2828248518	12.6955341432
simpson_2	46.1253077991	56.4945993755
simpson_2	42.886621415	24.2543164086
simpson_2	33.9021404949	12.1566055773
simpson_2	24.9826180956	1.42501885326
simpson_2	38.9023932674	28.21067596
simpson_2	34.496824593	32.8011871091
simpson_2	34.6663161324	10.939904154
simpson_2	36.7065432625	29.8584757815
simpson_2	66.6844639145	66.3458510045
simpson_2	39.8472940631	63.0831101669
simpson_2	55.0941567565	77.9901832982
simpson_2	30.4659640738	15.9591937158
simpson_2	56.4089386137	76.5555986682
simpson_2	27.1546213358	19.9899026727
simpson_2	49.5952065091	48.8744017207
simpson_2	55.5458187327	45.5101513894
simpson_2	26.7353376031	18.2035304507
simpson_2	78.6013887465	74.6858848252
simpson_2	66.4838645267	87.7185632764
simpson_2	28.1120710962	38.9813662933
simpson_2	61.7240923513	71.2439148942
simpson_2	41.7645933866	25.3691805647
simpson_2	52.9308124522	79.8249061771
simpson_2	66.4351189589	87.7209447856
simpson_2	69.0524097506	83.9176191042
simpson_2	43.0183805425	59.5931729344
simpson_2	54.2889249188	78.6587620461
simpson_2	27.8589904323	12.0236587905
simpson_2	32.4956587099	34.4073441852
simpson_2	37.4710362421	9.50572654509
simpson_2	32.4244054893	14.4566200432
simpson_2	64.7657992136	68.2613206424
simpson_2	55.6674244265	45.9138843376
simpson_2	30.4627297098	16.3162541694
simpson_2	55.1454432469	78.1747011309
simpson_2	35.796089457	10.5820759202
simpson_2	48.2714822998	48.9654753093
simpson_2	52.1431140185	48.7253194827
simpson_2	51.5472046729	48.9112066399
simpson_2	62.3932801342	70.5487367136
simpson_2	49.3238873867	53.2680744315
simpson_2	32.0695524804	35.0866379214
simpson_2	60.5641361712	72.2254343613
simpson_2	41.8056895218	59.3661576595
simpson_2	42.5648135375	22.8071798115
simpson_2	47.2664897438	50.3662303248
simpson_2	74.0728513578	86.0103251526
simpson_2	62.5354642138	70.5124191205
simpson_2	55.7409533387	77.1149926394
simpson_2	65.4965254183	87.4509352511
simpson_2	33.2002589803	13.7139556749
simpson_2	62.8917369438	69.9894072351
simpson_2	29.9903955019	4.13829337337
simpson_2	64.1636791355	68.6116065767
