dataset	x	y
h_lines	58.1329708262	49.9217877442
h_lines	70.37822956	69.5940999621
h_lines	50.219789802	49.5897995734
h_lines	57.8998879041	89.5532825826
h_lines	38.5860501261	29.5030675716
h_lines	40.7404061311	49.5019206754
h_lines	52.746389936	29.5058935981
h_lines	31.3590644671	9.57707333668
h_lines	50.3411970469	69.6411197917
h_lines	38.7124490094	89.8173005454
h_lines	59.0880792217	49.5102935945
h_lines	67.0804009022	49.5225208341
h_lines	75.4813986223	29.5976282536
h_lines	43.4281967866	29.5732802136
h_lines	51.4902089355	29.5723363662
h_lines	59.144785577	9.79616123918
h_lines	49.073717039	49.6158124629
h_lines	57.0875607327	69.5203664521
h_lines	40.4267671705	9.51730277335
h_lines	25.890267819	49.5463965045
h_lines	23.5709092792	49.54133265
h_lines	14.7962428278	9.52843141165
h_lines	56.1244967553	9.5027531606
h_lines	71.7274592102	89.6440523053
h_lines	66.4701696872	29.5131373215
h_lines	71.8127443114	9.63545332115
h_lines	85.997720135	49.5282472428
h_lines	57.1435429638	49.7597900979
h_lines	61.3210962782	49.5945353752
h_lines	49.6868092436	49.7130901444
h_lines	53.7796709791	29.5616422469
h_lines	78.7614987159	50.0899081218
h_lines	71.7672321408	29.5321491209
h_lines	29.3643959416	49.5301772936
h_lines	44.5440520814	29.661281654
h_lines	57.2645294143	9.50558241624
h_lines	56.5311192119	29.5982231809
h_lines	63.51868644	49.6615569244
h_lines	56.6024044464	49.589807291
h_lines	48.6608760838	69.5392107996
h_lines	42.3389038783	29.7191381742
h_lines	70.0708400547	49.5371765808
h_lines	50.353965879	9.61659899697
h_lines	49.7254488467	49.7691758937
h_lines	49.6713724887	9.51141090975
h_lines	28.7366325674	9.62168676932
h_lines	54.4164944099	29.6933755968
h_lines	63.8876746308	29.5605932575
h_lines	61.0089959621	9.56408658357
h_lines	38.351123931	9.50517509693
h_lines	53.2788275977	29.5800278536
h_lines	42.7539545815	69.5448295322
h_lines	51.40683464	49.5127307485
h_lines	29.1353097657	29.6476113303
h_lines	50.7058580458	49.5900984286
h_lines	73.7192801639	89.6250307415
h_lines	42.3914199313	9.51085241999
h_lines	64.238099481	49.667282978
h_lines	75.4658231729	89.5701173547
h_lines	43.5355511551	69.8022628259
h_lines	56.6455284536	9.56795636591
h_lines	64.8817827824	49.5223607029
h_lines	53.1826375952	49.5792906103
h_lines	49.0019343675	9.51314147118
h_lines	66.1769921164	69.8677292155
h_lines	64.6896340773	89.8804768823
h_lines	34.0161641016	49.5923131741
h_lines	71.4912567944	89.779520813
h_lines	37.8276395996	69.7771406255
h_lines	64.1861995591	49.4996052109
h_lines	58.2509400812	29.5053628912
h_lines	45.9814961806	29.8026603538
h_lines	41.4594860523	9.51510814628
h_lines	44.5187768636	49.5412547105
h_lines	36.1830557018	49.5655904728
h_lines	52.3794998192	49.6427569923
h_lines	31.9792879527	29.5098860158
h_lines	41.7323964659	49.9885480173
h_lines	83.5505483996	49.7433465894
h_lines	51.0466439119	29.6348173571
h_lines	35.2208281028	49.8246276902
h_lines	56.1078154776	29.5897014114
h_lines	52.3050356595	49.586029536
h_lines	65.1829663096	69.5356497432
h_lines	71.7499169467	69.5816407003
h_lines	73.3533905524	89.7280834699
h_lines	39.0257199089	69.7925041639
h_lines	50.9518060784	9.56757750393
h_lines	56.1850795225	29.7272917464
h_lines	55.7047279218	49.6997257124
h_lines	50.6789672694	9.68187618873
h_lines	33.4031658184	29.5662653577
h_lines	67.482077177	69.6257273029
h_lines	69.5249496468	49.7418302092
h_lines	61.4465491669	89.9299387054
h_lines	70.259594146	49.5410037293
h_lines	49.8252928807	29.5119296683
h_lines	58.6561396379	49.5078191964
h_lines	63.6535736001	89.9117908486
h_lines	89.5199216536	69.6213689098
h_lines	59.2602403146	29.5925410843
h_lines	54.6140799031	89.5190185351
h_lines	31.3609499678	9.55828087147
h_lines	58.3656336584	29.7009467641
h_lines	24.0248866	9.50177668105
h_lines	50.0745509698	69.8948534841
h_lines	11.197851234	29.6061393437
h_lines	54.5263017574	69.7995711789
h_lines	55.2926295285	29.8720061971
h_lines	43.1671727103	69.8134584091
h_lines	65.9235673197	49.5314146343
h_lines	36.5101399692	69.5717553448
h_lines	53.0336707961	69.5954263098
h_lines	37.7292304723	49.5220928555
h_lines	48.0477293132	49.6156425795
h_lines	69.5499462754	89.9104611135
h_lines	55.2946405658	9.65280890816
h_lines	77.9209150204	69.6563169591
h_lines	62.3538609914	49.7241800426
h_lines	41.7635727792	29.525716257
h_lines	67.4640887007	49.5186509596
h_lines	52.571282651	49.5993534846
h_lines	80.8146550388	49.6273622127
h_lines	55.0000382918	69.569366071
h_lines	64.7173880599	49.5918779658
h_lines	49.2430004869	49.5134390301
h_lines	56.4831269583	69.5710248572
h_lines	55.4341035864	69.6341056637
h_lines	58.4294445586	49.5799412382
h_lines	50.9726760429	90.4484143288
h_lines	63.7985862345	69.5619308052
h_lines	55.7157783767	29.5022035434
h_lines	63.8475160562	29.5347722075
h_lines	38.2233733229	49.8536386224
h_lines	42.6492040606	29.5079304906
v_lines	68.75993372	69.6600186743
v_lines	68.9109817395	43.9516343765
v_lines	31.0477377318	38.5919733019
v_lines	50.5071465502	28.3506119378
v_lines	50.4971751879	39.2102930718
v_lines	69.0581296244	90.3389746066
v_lines	50.5466626677	12.1768930736
v_lines	68.6520092992	25.427666718
v_lines	31.4227862977	3.23202607679
v_lines	68.5744936232	32.2506267505
v_lines	50.5083772892	23.7889033344
v_lines	50.5229370816	67.1350652103
v_lines	69.3306369961	79.0324023546
v_lines	50.5934644939	78.8908534039
v_lines	31.9883721758	61.6767284602
v_lines	82.8700591508	54.7922151216
v_lines	83.7507134192	89.0470302484
v_lines	50.4966347831	7.92656295329
v_lines	50.4963906004	56.2576711816
v_lines	69.4038173545	47.6251945241
v_lines	50.5034557746	88.5288961133
v_lines	50.5686110971	13.5523453485
v_lines	50.4879380522	64.7153761482
v_lines	50.456119949	56.3360681835
v_lines	50.5083890347	78.1275123883
v_lines	50.490038892	56.0767594347
v_lines	68.9444985082	75.5106323999
v_lines	50.4738691224	38.8370545598
v_lines	50.5056940821	43.5750715484
v_lines	32.6087239082	7.07069648516
v_lines	68.036676048	30.638833645
v_lines	85.0313543882	85.8641080468
v_lines	68.0276293683	14.8727854501
v_lines	50.5467109258	82.1971468372
v_lines	50.5268866997	71.2557475719
v_lines	33.3064896931	94.3075611526
v_lines	50.5055053078	83.5120455982
v_lines	69.0855189987	94.3774383809
v_lines	69.0917437115	64.2617434459
v_lines	68.1487313545	65.2183636428
v_lines	50.5105578759	41.1427599607
v_lines	31.3536314601	30.6024276393
v_lines	50.4941185589	86.6924703161
v_lines	50.490141218	28.7986373911
v_lines	32.4613327269	38.8626120281
v_lines	50.6013476599	67.3603381762
v_lines	68.5809513753	43.6493441532
v_lines	50.5194941956	44.3632577577
v_lines	85.4841524862	64.1555551532
v_lines	50.4896439847	32.056464478
v_lines	50.5184960597	86.697015072
v_lines	50.4975288918	40.0069007188
v_lines	50.5665425103	57.1605458032
v_lines	68.8933277694	33.6424515568
v_lines	32.4408511177	4.78923365254
v_lines	50.4938105052	71.2198730593
v_lines	33.8822583817	86.1066981751
v_lines	66.7170193214	66.2490390394
v_lines	66.4656906658	46.163492394
v_lines	68.9608653295	34.1616935215
v_lines	50.503940735	31.9104898315
v_lines	68.4693532958	21.1159951007
v_lines	67.0298582176	2.10035602261
v_lines	68.6522168371	46.2202044066
v_lines	50.4805757201	70.6048559087
v_lines	50.5088300139	17.2788283324
v_lines	11.5781620643	38.8173254587
v_lines	13.8287697805	36.7848003207
v_lines	15.0162963158	13.7052666362
v_lines	50.5137557286	16.1767014993
v_lines	68.9071601418	99.4020669883
v_lines	67.2687476268	33.7571580148
v_lines	68.6944075476	10.4222406113
v_lines	83.806077295	55.7920791514
v_lines	50.658148199	43.1988565784
v_lines	50.5013569779	44.816870933
v_lines	50.4906817878	49.3074384861
v_lines	50.4942366787	19.2711219984
v_lines	68.3603876727	51.9522486263
v_lines	68.2385188309	37.2084168067
v_lines	31.9110255713	39.2046101432
v_lines	32.7343804069	23.9749957215
v_lines	50.5239527421	7.97872729724
v_lines	50.5151421492	39.5386252529
v_lines	50.6339962709	63.1908435017
v_lines	68.3684713816	47.4836242917
v_lines	50.4965578443	63.9311058069
v_lines	50.5098482375	21.8912400238
v_lines	68.7712333947	51.4083817668
v_lines	50.5095188094	2.4284637327
v_lines	50.8830340978	58.9073829515
v_lines	68.4718943272	13.6605643632
v_lines	33.3105730248	14.0156511817
v_lines	50.4990887394	14.7610789974
v_lines	68.136866713	31.8800131038
v_lines	50.4997121232	5.18211247539
v_lines	50.7245171394	4.22092876774
v_lines	50.4836575864	25.983153175
v_lines	34.600724139	74.580799771
v_lines	50.5051470858	58.1097863348
v_lines	31.9273353428	18.2452410916
v_lines	50.7467217507	46.8611040986
v_lines	69.0599900296	94.0182408253
v_lines	50.5528084414	12.5285522342
v_lines	68.1130628556	53.1719870384
v_lines	68.9009665872	91.7659880623
v_lines	50.5125894486	67.0990512674
v_lines	50.6433480576	21.8076091897
v_lines	68.7150764885	52.7839240768
v_lines	50.5094281681	58.3349054063
v_lines	50.5102676927	19.275278754
v_lines	68.8755679825	71.81611673
v_lines	69.3528450421	85.2024656993
v_lines	31.592491511	46.5525616212
v_lines	68.7152792139	89.800543242
v_lines	50.7464104076	67.6866861081
v_lines	50.5147200943	51.7692441926
v_lines	50.4855925972	45.0640220551
v_lines	50.4961070936	30.9566185758
v_lines	50.8939617067	17.8979192857
v_lines	50.5334297151	46.1165674327
v_lines	31.4075931099	39.5576209008
v_lines	50.5106479209	35.7609310166
v_lines	31.7447176563	15.1553267336
v_lines	50.5283792653	45.2925329434
v_lines	84.7381057579	57.57152424
v_lines	50.4960462619	28.775752956
v_lines	30.9024665339	51.3979227214
v_lines	50.4990447704	45.219311508
v_lines	67.4836234184	58.7608751022
v_lines	67.7912232301	76.6345549657
v_lines	69.478095457	71.6466840898
v_lines	68.798837139	88.5662367162
v_lines	31.2194812334	60.7497323694
v_lines	50.5124479961	19.7877612592
v_lines	50.5021389989	29.6734435663
v_lines	69.2956313871	53.3111234754
v_lines	50.9568786264	20.8191365864
v_lines	31.179108228	37.2644589281
v_lines	68.0060993451	75.2331666566
v_lines	69.1966419802	57.0105100516
v_lines	50.502999124	86.1430443949
v_lines	50.497404115	58.6335403234
v_lines	50.5010434804	26.9487857692
v_lines	50.5061709575	40.6870937167
v_lines	50.5295078804	89.5070565762
v_lines	85.3789318379	77.0909732521
v_lines	50.502367777	28.2419589386
v_lines	50.5002004285	94.3258321374
v_lines	32.9380427093	8.63978961486
v_lines	50.5044821749	38.2669994603
v_lines	31.9061819625	4.09004916255
v_lines	50.5146669474	72.8389401608
v_lines	15.4234924837	24.4294436709
v_lines	50.4970288362	60.8725160956
v_lines	50.5147481143	27.5220118937
v_lines	31.823457401	58.0353997928
v_lines	69.2222738169	38.320686636
v_lines	50.5486961277	66.5047967709
v_lines	50.4868166013	69.0395731799
v_lines	50.4767272764	42.1540722918
v_lines	50.5664383268	55.2166554481
v_lines	69.4276602398	80.8817003321
v_lines	50.5164841444	18.7714619401
v_lines	67.717859049	77.420423327
v_lines	67.3252661847	59.2108714884
v_lines	31.2807594765	28.4032209379
v_lines	68.4440956963	47.0594283761
v_lines	50.4998642204	35.7727775003
v_lines	83.2417661385	49.2468151243
v_lines	50.4992572732	61.3509393048
v_lines	68.2450551484	41.6621136629
v_lines	50.5059850839	56.7111827006
v_lines	68.9797275966	85.5207962242
v_lines	50.5743164216	72.6262620941
v_lines	67.6799259207	46.8313098387
v_lines	50.5124816586	91.9553135211
v_lines	69.0808816745	70.9612413759
v_lines	50.5031351875	27.890942171
v_lines	68.7125615627	31.9667249678
v_lines	50.4868921879	53.1447883604
v_lines	32.7828205264	26.2908249077
x_shape	73.5903699859	69.5270836832
x_shape	68.7072898141	38.3277570945
x_shape	44.5642755003	28.2045604709
x_shape	49.7318636789	36.4034411358
x_shape	51.8403333942	60.9378520826
x_shape	74.4089014534	86.9051267536
x_shape	37.3493143351	13.8151142571
x_shape	75.3003973169	28.0784301604
x_shape	31.9341629094	6.87485022983
x_shape	68.7507446317	38.0882713213
x_shape	42.1302582214	22.335473782
x_shape	43.0864776264	73.4663617619
x_shape	79.4706855234	76.1201351758
x_shape	46.1561969508	68.9012346509
x_shape	46.7210413293	67.3628995927
x_shape	71.1533577125	65.9012713517
x_shape	85.8377465069	92.0370719114
x_shape	42.0339062359	13.1457789906
x_shape	46.3105751297	67.8561777133
x_shape	65.4904306312	42.3494103768
x_shape	31.4366774132	87.8793889162
x_shape	34.3300944594	10.5447873599
x_shape	47.6863713156	68.2371127216
x_shape	55.6381793157	56.2112651171
x_shape	42.2845233983	77.7314044329
x_shape	51.155171523	62.2064403753
x_shape	72.5222385192	66.7633447673
x_shape	53.2279099318	40.7247610101
x_shape	51.498178531	38.6879013225
x_shape	33.8961392671	8.38441732947
x_shape	68.0510226482	39.0577487499
x_shape	84.302149359	88.0648682379
x_shape	72.8582115694	25.5214507511
x_shape	36.0775484019	86.2211286622
x_shape	45.6479359878	72.5027798418
x_shape	31.3065182559	93.3131025046
x_shape	40.2970493877	76.6481360928
x_shape	76.414249807	95.6766440312
x_shape	74.7373562098	69.4249567725
x_shape	73.2934351358	67.8898101605
x_shape	48.1936779788	33.8661680504
x_shape	42.8097972569	27.4810168145
x_shape	42.13830188	82.8167079439
x_shape	42.0629913039	24.8016620852
x_shape	47.4962935844	32.9238593005
x_shape	46.8295222456	67.2781623072
x_shape	65.6465150013	42.1275534705
x_shape	51.9771413805	39.1487390678
x_shape	68.3698169768	61.29270056
x_shape	47.3256967414	33.0688551253
x_shape	41.9626428918	78.3734717149
x_shape	49.458739911	34.8811550845
x_shape	52.9142169306	59.6337711669
x_shape	69.6855386666	37.1085137316
x_shape	29.07829422	1.97540150411
x_shape	42.407436228	76.0772509495
x_shape	29.9775918899	94.7780086892
x_shape	64.1983085156	56.0279201774
x_shape	66.2583111981	41.4217513731
x_shape	72.1483526217	33.6253512121
x_shape	49.9097323536	36.3698838468
x_shape	72.8447166157	32.9041285779
x_shape	80.7298314523	3.95398273306
x_shape	62.9985025827	45.5135779909
x_shape	42.7654531552	74.1472134965
x_shape	34.952017029	13.194010971
x_shape	41.7144344973	25.3169331656
x_shape	41.9750078187	24.6187159144
x_shape	31.3379668403	6.28662824831
x_shape	43.6627889625	19.7308320424
x_shape	87.2279956544	99.294222649
x_shape	72.7594324408	32.8983842377
x_shape	76.285247179	9.97607226119
x_shape	67.9785073643	39.197771735
x_shape	52.5382137225	39.8824614467
x_shape	60.5681475759	49.810218933
x_shape	48.0133908665	33.9460164665
x_shape	43.0570797993	21.4127184527
x_shape	67.5639073047	60.3749042903
x_shape	72.202257509	33.7971456887
x_shape	50.6795519318	37.4719827309
x_shape	40.9606244462	21.6569603492
x_shape	43.5337195806	3.27355835764
x_shape	46.7758685665	31.1362962125
x_shape	51.5075468453	61.4235935846
x_shape	57.8074318855	46.6079171955
x_shape	47.1695965154	70.793677218
x_shape	42.5103129015	23.023802132
x_shape	59.1222594853	48.7996576855
x_shape	38.1455324189	5.28846285593
x_shape	52.6698653514	59.9672629106
x_shape	79.4929759708	12.9013385267
x_shape	29.8032141867	5.19784254079
x_shape	48.6060159259	34.8741127416
x_shape	67.0230718419	40.4352219177
x_shape	77.0874498605	6.77381202599
x_shape	32.9638274223	12.1963332828
x_shape	47.4563974849	33.4568079676
x_shape	36.4159599258	82.3426860051
x_shape	53.7481379735	41.1299179332
x_shape	36.8103875941	14.6243209583
x_shape	55.2266717503	43.3881233394
x_shape	84.5184103867	94.5017550911
x_shape	37.7217019004	18.0122624378
x_shape	57.1513160296	54.3043122325
x_shape	89.1638748696	89.3897063991
x_shape	47.5960680435	67.0599531589
x_shape	44.0839808086	28.4531427686
x_shape	67.3222355456	59.9776127555
x_shape	53.970346777	58.3222263461
x_shape	40.5821345498	23.193847975
x_shape	72.1358226003	66.0148266894
x_shape	80.5661987672	79.3860100973
x_shape	52.081178532	38.664614177
x_shape	78.2959074615	80.9009883751
x_shape	43.0417365468	72.914360436
x_shape	57.8462873861	46.5640667963
x_shape	56.5537932082	44.9172932588
x_shape	40.7759312017	22.4965280155
x_shape	41.4686321434	21.2765237451
x_shape	53.3207105454	40.2958577294
x_shape	54.1787181963	41.9252481403
x_shape	52.2224415414	39.4857300768
x_shape	39.5894713256	23.1674666016
x_shape	51.1445896969	38.1685585049
x_shape	73.954314656	69.025919772
x_shape	46.6030787786	29.3203577253
x_shape	47.0588296198	67.9140671318
x_shape	51.2996556522	38.151390624
x_shape	51.6747930102	61.3069905569
x_shape	74.4877699677	70.2840828022
x_shape	70.9151728548	64.8743593268
x_shape	76.9253677933	85.8275947589
x_shape	39.2799713038	79.5306293291
x_shape	44.7641917885	25.4829270365
x_shape	45.6894919283	30.4982485081
x_shape	56.5656104828	55.0790049267
x_shape	45.3086600865	26.4068602066
x_shape	41.6464988427	25.8096287553
x_shape	70.9373508824	64.7354190204
x_shape	65.1226687541	57.2102883078
x_shape	42.0747025888	86.7621470282
x_shape	51.6938804802	61.1985058019
x_shape	47.8258653273	32.1475271621
x_shape	55.5797585237	56.8591764239
x_shape	42.4819427624	99.9405408863
x_shape	82.2586757782	80.6849741887
x_shape	51.0169456332	36.4703736318
x_shape	41.709425056	82.9514261224
x_shape	36.6416693695	11.7829499141
x_shape	50.1489594303	36.42168634
x_shape	29.2378419818	0.201588700168
x_shape	49.2409704851	64.6287137754
x_shape	32.2801934223	7.68228170481
x_shape	48.6535940233	65.1013350744
x_shape	41.9672327164	24.7383350808
x_shape	47.786047996	66.6584328384
x_shape	57.3614779333	46.0377041966
x_shape	47.3991211109	67.8245340581
x_shape	45.7754012678	70.2905446213
x_shape	46.5279078819	32.0969781607
x_shape	50.414496968	63.515688046
x_shape	75.6558080528	70.6232343768
x_shape	38.9350007631	19.9303438004
x_shape	76.8623729688	74.745466245
x_shape	68.3848142834	61.6475417891
x_shape	39.8149308163	22.568888749
x_shape	57.2787703942	46.0511276298
x_shape	50.3199373427	36.9141354617
x_shape	63.6232793923	44.7199882091
x_shape	51.1519525045	61.8363641008
x_shape	64.780951339	43.5362519863
x_shape	54.702571767	57.4194305761
x_shape	75.9669447908	72.9888833529
x_shape	42.4660072971	76.8475487077
x_shape	67.4328987652	39.9201854454
x_shape	36.8585151844	99.6860139919
x_shape	69.6473297403	63.5093554295
x_shape	48.1174941328	33.730109089
x_shape	69.1079175823	37.7777573003
x_shape	52.4419376013	39.3034927542
x_shape	43.7040069952	28.6001329398
star	62.3137275753	76.091352037
star	80.7628172724	54.577434209
star	37.5431182484	52.1688675844
star	52.2004411524	28.1891344547
star	44.55771777	45.8392299011
star	57.4860348787	88.5818415117
star	39.2469093478	15.3957364745
star	75.6391176725	21.8055710017
star	39.9574737179	18.777009537
star	63.0224149959	29.3862871649
star	40.7432624786	17.0986938751
star	38.6004798453	62.7856808534
star	88.1743708533	62.1805621185
star	56.5018445445	84.8824187987
star	30.2800808492	59.7416430134
star	87.9377177445	62.572162683
star	58.3509360562	91.8460179324
star	39.7317487579	16.6112710374
star	46.5242239801	62.933618023
star	74.295552598	47.774868335
star	58.8650876604	89.8465124909
star	38.6585332859	15.1763718793
star	40.1338272099	63.5409502694
star	43.3206411345	62.9362870565
star	55.4196525403	80.5933345856
star	65.2937038511	66.5443256428
star	62.2051155567	76.5527714059
star	56.4216512082	31.8443097863
star	44.0088662247	35.411439745
star	39.3307515598	17.3769911959
star	54.4343351879	29.725772785
star	58.7351075268	88.6529998634
star	65.3879921045	26.9040709129
star	59.9407524146	85.6143842598
star	50.3055424784	63.9892331343
star	59.1411156819	87.7014787302
star	55.7182351834	83.2206777679
star	58.9423531711	89.6034571903
star	65.6687699918	65.9287010083
star	64.6516960305	67.3926609171
star	57.1663834117	32.8798756832
