left	lines	normal	right	split
-8.05176590189	-6.78784266872	-5.56	-4.48679311913	-6.89372038575
-7.02251546219	-5.98343483014	-5.56	-3.8766842273	-6.89149101969
-7.20385932475	-6.48951690039	-5.52	-3.92434693984	-7.5861493365
-5.97364025916	-6.98674934128	-5.52	-3.97872359964	-6.49879889824
-6.53435834123	-5.94696022	-5.52	-3.01743041741	-7.51538170321
-7.12408222811	-5.92652177622	-5.52	-3.55417743801	-7.0852468481
-6.89753034942	-7.19532440379	-5.48	-3.60576766138	-6.5643182115
-7.1609550081	-6.78484341542	-5.48	-4.47889877706	-6.98130006864
-6.56632449487	-6.08680496468	-5.48	-3.47714463148	-7.03705056907
-6.77107315927	-5.99155448335	-5.48	-3.01805523715	-7.01025109826
-6.63161161646	-5.97321677088	-5.44	-3.92326204543	-7.40288820417
-6.88594004609	-7.41609227019	-5.44	-3.64223345597	-7.01662184191
-6.7721194293	-5.98987378713	-5.44	-3.84545304077	-7.2735514492
-6.72467880473	-5.99756521835	-5.44	-3.94014310786	-7.29672303904
-7.04586341756	-5.9997928318	-5.4	-4.25509468843	-6.82416778923
-6.91203431454	-5.98537613801	-5.4	-3.70760517216	-6.44567038665
-6.70435548505	-5.94885733943	-5.4	-4.06353223253	-7.67627051673
-7.33535968238	-7.24805122781	-5.4	-3.305673403	-6.93003514989
-6.63991226925	-5.99946114657	-5.36	-3.94404342318	-6.55841263597
-7.16031617099	-7.06676646415	-5.36	-4.50354744654	-7.36397519571
-6.15917080219	-6.83749985754	-5.36	-3.65183163898	-6.79943908585
-7.33353141985	-5.99890194906	-5.36	-3.73828157041	-7.11630331711
-6.78710248894	-6.48460383371	-5.32	-4.05044242153	-6.26327622424
-7.47009089792	-5.99994300176	-5.32	-4.56874217852	-7.37000061345
-7.53935172554	-5.99788312132	-5.32	-3.96366228739	-7.15728557299
-7.40184735079	-6.72722301222	-5.32	-3.70685095845	-7.2499836888700004
-6.58272809458	-5.99575451725	-5.28	-4.06687345239	-6.57195952868
-5.97749009301	-6.9810886152	-5.28	-3.70691375402	-6.83255879336
-6.82251062968	-5.99983579455	-5.28	-3.86294291192	-6.97343200856
-6.24160676996	-5.91711937715	-5.28	-4.34080210219	-6.72154184972
-6.78936831619	-5.99823400721	-5.24	-3.64083470415	-6.50475229578
-7.24385678474	-6.04252797239	-5.24	-3.8132015364	-6.30714272766
-6.42825043343	-5.99909216637	-5.24	-2.98107731511	-6.73234775105
-6.33363654029	-5.93399801609	-5.24	-4.02327818158	-6.86447281534
-7.10423597239	-5.99979499138	-5.2	-3.74427281273	-6.37685547844
-6.34936381031	-6.43579007931	-5.2	-4.16955411044	-6.23880315556
-7.3694057959	-5.99764759178	-5.2	-3.59102095093	-6.79879399736
-6.56953242534	-5.99739612593	-5.2	-3.86801637071	-5.97285498998
-6.74024016016	-5.99741884507	-5.16	-4.14191820688	-6.19633931955
-6.35908619102	-7.05568244764	-5.16	-3.3206931542300002	-6.98261819164
-6.67687799726	-6.4336855708	-5.16	-3.75832978572	-6.39733838142
-5.99797338931	-7.23550088303	-5.16	-3.15449585714	-6.70416972398
-6.70898054259	-6.54088481747	-5.12	-3.95108505181	-6.64165002844
-6.68070521236	-5.99944099772	-5.12	-3.31676054529	-6.55703119576
-5.8883089628	-5.97019599919	-5.12	-4.12672335751	-5.8840668177
-6.14968872874	-5.99957637587	-5.12	-3.66546115394	-6.8237551942
-6.49398755427	-5.99937147827	-5.08	-4.38901351622	-6.49694513045
-6.38618448983	-5.99420791042	-5.08	-2.71220758118	-6.06268832583
-6.41702105838	-5.93748292965	-5.08	-3.00030885896	-7.09661853848
-6.9489227693	-5.95979866034	-5.08	-3.64183481853	-6.26536601223
-6.71933054773	-5.99473249978	-5.04	-3.2407517576	-6.28730803537
-6.74688421682	-5.58606688018	-5.04	-4.13369641937	-6.57169959319
-7.01089602699	-5.99928155007	-5.04	-2.97040529502	-6.83980795968
-6.47047589218	-5.9645813929	-5.04	-3.21235776502	-6.30769462866
-6.80326391826	-5.99787915299	-5.04	-3.42146351925	-6.77329303086
-6.68997626312	-5.92215436296	-5	-2.69345167667	-7.04244496116
-6.25123384139	-6.22225953724	-5	-3.46362319924	-6.67701901666
-5.61130913809	-5.99947426436	-5	-2.93813678502	-6.01114935205
-5.76174825317	-5.99492424095	-5	-2.69552085082	-6.35034253658
-6.93542244301	-5.99367942891	-5	-4.05178494027	-6.91177077212
-5.87005426556	-6.55902750262	-4.96	-3.87432088192	-6.80313688301
-6.34861400389	-5.99974007167	-4.96	-3.71828469521	-6.98622923972
-6.51124829223	-5.87062038772	-4.96	-3.54705623028	-6.24956569796
-6.72845221281	-5.99111602538	-4.96	-4.1044401904	-6.96251304334
-6.11348809266	-6.06568228184	-4.96	-3.97551971987	-5.64504840148
-6.5148215263000004	-6.7284467474	-4.92	-3.82235816903	-7.13570882252
-6.23383691595	-5.99529527983	-4.92	-3.30200730136	-5.9130294993
-6.21990113379	-5.99948127407	-4.92	-3.3208216086	-6.7151359563
-7.14549593763	-6.47698172629	-4.92	-3.45290808609	-6.78508397192
-6.05003169992	-6.27062954346	-4.92	-3.80633710389	-6.34205487224
-6.28917693811	-5.99939298325	-4.88	-3.17628988195	-6.23925422505
-6.3851763747	-5.99128490447	-4.88	-3.58047761766	-6.35079873303
-7.28254219252	-5.64681000119	-4.88	-3.25461017563	-6.28175312429
-6.73043302591	-6.84950954161	-4.88	-3.42958257007	-6.14437334799
-5.71864061495	-5.99587665028	-4.88	-2.68302513281	-6.39191664108
-6.16451104384	-5.73405536244	-4.84	-3.02494546959	-6.49002227328
-5.79342628609	-5.9999961295	-4.84	-3.84720618794	-5.54764962064
-6.07610921492	-5.92902083718	-4.84	-3.14190354613	-6.2838905255
-6.09134946663	-6.52474305362	-4.84	-2.8938023352	-7.14869249043
-5.56766746193	-6.8844654122	-4.84	-3.73820434635	-7.60969228966
-6.7519238008	-5.97397948324	-4.8	-3.5103187044	-6.66369211711
-6.48540294435	-5.69837741688	-4.8	-2.98560111867	-6.83832965845
-6.27438004851	-5.99985577546	-4.8	-3.24398376265	-6.73621625902
-6.5255002687	-5.99991790098	-4.8	-3.29976515612	-6.58423961115
-5.67141710288	-5.89392604088	-4.8	-2.91034760499	-6.35913122836
-7.27013459446	-5.83230827001	-4.76	-3.10778158854	-5.7136217111
-7.20639411741	-5.90987344193	-4.76	-2.72428169857	-5.75563535931
-5.9585328292	-5.99999098128	-4.76	-3.12821993465	-5.53991364892
-6.91526837935	-5.99731547641	-4.76	-3.75299758738	-6.94959454504
-6.97061640995	-6.64339508715	-4.76	-2.8314336999	-5.99878474874
-7.35633927966	-5.81964595535	-4.72	-3.72113274212	-6.16221667879
-6.29771862836	-5.9713440717	-4.72	-3.23767633365	-6.39925015786
-6.86520338244	-5.96574782645	-4.72	-2.70979043736	-6.71812874956
-6.64793000544	-5.93538499436	-4.72	-3.53163234502	-6.49627119807
-5.90863635311	-6.43176412594	-4.72	-3.01885799931	-5.64939631619
-5.52071623278	-5.99697066488	-4.68	-2.78248944594	-6.03084495523
-7.00908233884	-5.96463519551	-4.68	-3.75419415301	-6.00139018112
-6.04677428325	-6.57547251603	-4.68	-3.04257822344	-6.62346864019
-5.89115563232	-5.99974824729	-4.68	-3.54754397083	-5.94984063408
-5.93621875733	-5.99987295504	-4.68	-3.43023147406	-5.7917026444
-7.02572395994	-4.48468953023	-4.64	-3.77016492679	-5.64195551926
-6.47946695681	-5.99998545741	-4.64	-2.6948105254	-6.23122180621
-6.65743084363	-5.90976579038	-4.64	-2.98845118087	-6.35095002305
-6.34569388559	-5.23350147676	-4.64	-3.44299934026	-6.26644047277
-5.59746773336	-5.99878040606	-4.64	-3.25706726412	-6.06748769394
-6.61768659164	-5.08591878002	-4.6	-3.65866776918	-6.01607467854
-6.25396223477	-6.2864034566600004	-4.6	-2.78527601812	-6.957604413
-6.51221504143	-5.37417135109	-4.6	-3.68122973755	-6.2306404983
-5.60284088263	-5.99940663448	-4.6	-2.86587517406	-6.02550785678
-6.20211089875	-5.95809379468	-4.6	-3.18748609586	-5.80558521478
-5.46679833506	-4.49981761177	-4.56	-2.76181798044	-6.55365488388
-6.48706528388	-5.42926074445	-4.56	-3.49791980881	-5.60864257149
-6.5682917625	-5.99462566363	-4.56	-3.43245902558	-6.19324439742
-5.69671147501	-5.43455825149	-4.56	-3.0858856384	-6.34010925648
-5.0680020538	-4.49992293891	-4.56	-2.69515333947	-6.37057481593
-5.58119540691	-4.49301511431	-4.52	-3.15208658551	-6.79605523501
-6.00680306074	-5.99979656053	-4.52	-3.2764963096	-5.90329215698
-5.94168752471	-4.49905062715	-4.52	-2.99643986339	-5.69736634386
-5.74934905181	-5.78099160355	-4.52	-3.32280246081	-7.42415224351
-5.82208737445	-5.9607555239	-4.52	-3.00247933283	-6.08920398948
-5.99760338384	-5.99984912119	-4.48	-3.26057842607	-6.63921101515
-5.92057945657	-5.5262996886	-4.48	-2.68799487728	-5.09884267676
-6.64697608477	-4.49924775868	-4.48	-3.39988280681	-5.67420635843
-6.07452578378	-5.99378736683	-4.48	-2.68861136047	-6.42495420193
-6.06126049863	-5.89162520318	-4.48	-2.98298382844	-5.33533955397
-5.62277818682	-4.49401299331	-4.44	-3.33803273732	-5.86911098889
-5.70748528455	-4.48879763364	-4.44	-3.15846424415	-6.22034671873
-5.79757825937	-4.49828126872	-4.44	-2.71044441194	-6.1516170953
-6.62786621761	-5.48215439396	-4.44	-3.89326062367	-6.5992982058
-5.44263487948	-4.48785971233	-4.44	-3.24606803178	-5.72740677313
-5.89610036912	-5.37521273789	-4.4	-3.01834942857	-6.19135591096
-6.35936118643	-4.49062720568	-4.4	-3.43488674921	-5.71468757659
-6.2680590954	-5.99179201985	-4.4	-2.7083833323	-6.17081095637
-5.8822319657	-4.90569361556	-4.4	-2.70438173366	-6.14609684109
-5.99578535098	-5.12839959751	-4.4	-2.83422730511	-5.10799068068
-5.87706396345	-5.62295747015	-4.36	-2.73005951693	-5.8412608615
-6.08785098894	-4.45664386771	-4.36	-2.87903432836	-5.34316823049
-6.01240858833	-6.4365237337	-4.36	-2.68623251912	-6.08228322407
-6.26487548606	-5.54397847745	-4.36	-2.99465896842	-6.33742479355
-5.46034933377	-4.49716394351	-4.36	-2.84109132159	-6.34395480902
-5.81492215144	-5.03780451107	-4.36	-2.99439035928	-5.42193837155
-5.85277154897	-5.53100092618	-4.32	-2.7413855934	-6.60507111846
-6.59168623234	-4.53997915296	-4.32	-3.06491590703	-5.8460346707
-6.12330574536	-5.99444414202	-4.32	-3.1301332324	-6.43174402616
-5.57721402914	-5.99974407709	-4.32	-3.65681830514	-4.88336541024
-5.8512445459	-4.1687307636	-4.32	-2.77973668282	-5.60352988705
-5.3782402768	-4.41299517646	-4.32	-2.68463871862	-5.78468089389
-6.586023792	-5.69830275681	-4.28	-2.83696538867	-4.71410043341
-6.43021210549	-5.66688789008	-4.28	-2.70587977531	-5.72602518561
-5.8973546894	-5.4030390529	-4.28	-2.93565571186	-6.02813554802
-5.64452264907	-4.62895627959	-4.28	-3.38473701648	-6.06924456111
-6.49786048066	-4.49469193319	-4.28	-2.71037333551	-5.39973564656
-5.32803088246	-4.89925747831	-4.28	-3.52473023894	-6.5152645148
-6.47632355465	-5.21672320996	-4.24	-2.94333975822	-5.30849455377
-5.94714671051	-5.33061209483	-4.24	-3.21851072445	-5.42697606342
-5.24604044402	-5.89196078203	-4.24	-3.1337999728	-6.83765926889
-5.37993865994	-5.99955974192	-4.24	-2.98606191763	-5.95718652675
-6.0460123682	-4.4975715812	-4.24	-2.77913113417	-5.80124533735
-5.60534279075	-4.4999964297	-4.24	-2.68997068233	-5.38369827939
-6.23300169482	-5.4329467649	-4.2	-2.71150522674	-5.85780411213
-5.84447309128	-4.93777403826	-4.2	-2.68029769059	-5.63109073097
-5.32631342548	-4.49343819239	-4.2	-2.73068427841	-5.76480061555
-5.50157262444	-5.19880495062	-4.2	-2.68621529589	-5.31884158999
-4.85707491894	-4.49969578686	-4.2	-2.68908931509	-6.41319972558
-6.49170721983	-4.49688229294	-4.2	-3.2270627879	-6.01482833826
-5.35643114511	-4.49787421235	-4.16	-2.71351864154	-5.08250026481
-6.282627917	-4.99715598563	-4.16	-2.69177655994	-5.30934480832
-5.98403614479	-5.99684280026	-4.16	-3.01803132968	-5.48344189956
-4.96378569834	-4.48231637888	-4.16	-3.33520481655	-6.26404871226
-5.11165747982	-5.90332861922	-4.16	-2.73369666061	-5.84458127886
-5.10107498985	-4.93908217735	-4.16	-2.6950364008	-5.80998195807
-5.92814678062	-4.48192257676	-4.12	-2.73879367128	-5.60330027875
-5.18244867249	-4.47733506221	-4.12	-2.75109931049	-5.55345485846
-5.95939103761	-4.64228570197	-4.12	-2.68259446728	-5.48110979879
-6.38303055611	-4.49999887194	-4.12	-2.96229059772	-5.12995432296
-5.52748684587	-4.4963998888	-4.12	-2.69920398536	-5.71539016018
-5.71966230072	-4.49553210067	-4.12	-2.68387372494	-5.98236113649
-6.2741633414	-5.93051444037	-4.08	-3.02243972849	-5.97062726048
-5.92371771327	-4.91010778996	-4.08	-2.68074145697	-5.64107873637
-5.81835818476	-5.61241854952	-4.08	-2.69110237981	-5.77425836968
-5.6659630066	-4.8105130699	-4.08	-2.6856711292	-5.66516122161
-6.27054877504	-4.49190432163	-4.08	-2.68362629724	-5.66795861816
-5.6517913476	-5.36533517929	-4.08	-2.71596652085	-5.93039223865
-6.01271409931	-4.48999076022	-4.04	-2.8320743349	-4.68761095947
